config,question_num,total_cost_usd,total_time_sec,accuracy
archon-config-10.json,62,0.00565,64.4094,
archon-config-10.json,63,0.01179,160.2607,
archon-config-10.json,64,0.0128,199.8637,
archon-config-10.json,65,0.00655,89.4538,
archon-config-10.json,66,0.00396,64.4338,
archon-config-10.json,67,0.00892,106.2162,
archon-config-10.json,68,0.00547,74.1558,
archon-config-10.json,69,0.00943,149.4468,
archon-config-10.json,70,0.00453,56.5155,
archon-config-10.json,71,0.00585,84.0746,
archon-config-10.json,72,0.00629,84.9956,
archon-config-10.json,73,0.00683,96.8471,
archon-config-10.json,74,0.00891,106.5781,
archon-config-10.json,75,0.0073,48.2997,
archon-config-10.json,76,0.00499,62.7493,
archon-config-10.json,77,0.0087,90.1172,
archon-config-10.json,78,0.00758,66.8318,
archon-config-10.json,79,0.00848,117.4132,
archon-config-10.json,80,0.0083,119.3681,
archon-config-10.json,81,0.00675,86.2412,
archon-config-10.json,82,0.01051,104.5168,
archon-config-10.json,83,0,0,
archon-config-10.json,84,0.00264,44.4073,
archon-config-10.json,85,0.00838,101.806,
archon-config-10.json,86,0.00713,111.7898,
archon-config-10.json,87,0.0079,101.7087,
archon-config-10.json,88,0.00435,64.0028,
archon-config-10.json,89,0.00682,104.6638,
archon-config-10.json,90,0.00805,121.7484,
archon-config-10.json,91,0.00593,88.0824,
archon-config-10.json,92,0.00772,118.5844,
archon-config-10.json,93,0.00759,81.303,
archon-config-10.json,94,0.00535,82.0863,
archon-config-10.json,95,0.00759,108.6409,
archon-config-10.json,96,0.00909,107.6379,
archon-config-10.json,97,0.0056,59.9597,
archon-config-10.json,98,0.0057,81.2771,
archon-config-10.json,99,0.00742,111.3022,
archon-config-100.json,1,0.00401,25.7905,WRONG
archon-config-100.json,2,0.00397,30.7919,WRONG
archon-config-100.json,3,0.00636,57.6241,CORRECT
archon-config-100.json,4,0.00306,20.007,WRONG
archon-config-100.json,5,0.00733,41.591,WRONG
archon-config-100.json,6,0.00721,61.9643,WRONG
archon-config-100.json,7,0.00516,48.7695,WRONG
archon-config-100.json,8,0.00597,39.439,CORRECT
archon-config-100.json,9,0.00408,26.718,WRONG
archon-config-100.json,10,0.00349,32.3569,WRONG
archon-config-100.json,11,0.00475,19.6152,WRONG
archon-config-100.json,12,0.00642,65.6214,WRONG
archon-config-100.json,13,0.00611,42.2935,WRONG
archon-config-100.json,14,0.00365,21.8236,CORRECT
archon-config-100.json,15,0.00759,61.7187,WRONG
archon-config-100.json,16,0.00461,30.869,WRONG
archon-config-100.json,17,0.01046,54.9147,WRONG
archon-config-100.json,18,0.0107,89.9664,WRONG
archon-config-100.json,19,0.00732,39.0713,WRONG
archon-config-100.json,20,0.00337,17.2246,CORRECT
archon-config-100.json,21,0.00444,26.4876,WRONG
archon-config-100.json,22,0.00228,14.8001,WRONG
archon-config-100.json,23,0.0043,25.2736,WRONG
archon-config-100.json,24,0.00767,65.6243,WRONG
archon-config-100.json,25,0.0051,26.0001,WRONG
archon-config-100.json,26,0.00527,27.328,WRONG
archon-config-100.json,27,0.00377,22.4864,CORRECT
archon-config-100.json,28,0.00592,40.4886,WRONG
archon-config-100.json,29,0.00582,39.3496,WRONG
archon-config-100.json,30,0.00398,31.9601,WRONG
archon-config-100.json,31,0.00418,32.6728,WRONG
archon-config-100.json,32,0.00668,52.423,WRONG
archon-config-100.json,33,0.00505,32.4298,WRONG
archon-config-100.json,34,0.00608,32.9561,WRONG
archon-config-100.json,35,0.00643,45.9917,CORRECT
archon-config-100.json,36,0.00338,22.8532,WRONG
archon-config-100.json,37,0.00544,54.2652,WRONG
archon-config-100.json,38,0.00514,34.4722,WRONG
archon-config-100.json,39,0.00487,34.6147,CORRECT
archon-config-100.json,40,0.00261,14.7119,CORRECT
archon-config-100.json,41,0.00486,34.8381,WRONG
archon-config-100.json,42,0.00854,58.7338,WRONG
archon-config-100.json,43,0.00573,33.6813,CORRECT
archon-config-100.json,44,0.00496,28.4709,CORRECT
archon-config-100.json,45,0.00965,63.3105,WRONG
archon-config-100.json,46,0.00459,35.1273,WRONG
archon-config-100.json,47,0.00361,21.3054,WRONG
archon-config-100.json,48,0.00443,36.3871,WRONG
archon-config-100.json,49,0.00615,35.291,WRONG
archon-config-100.json,50,0.00344,27.6761,WRONG
archon-config-100.json,51,0.00616,51.3799,WRONG
archon-config-100.json,52,0.00722,59.7873,WRONG
archon-config-100.json,53,0.00526,42.8157,WRONG
archon-config-100.json,54,0.00389,21.7696,WRONG
archon-config-100.json,55,0.00352,21.2663,WRONG
archon-config-100.json,56,0.00617,46.52,WRONG
archon-config-100.json,57,0.00748,71.0493,WRONG
archon-config-100.json,58,0.00286,22.0458,CORRECT
archon-config-100.json,59,0.00568,39.2651,WRONG
archon-config-100.json,60,0.00587,43.1681,WRONG
archon-config-100.json,61,0.00462,35.8335,WRONG
archon-config-100.json,62,0.00679,53.1997,WRONG
archon-config-100.json,63,0.01223,86.6273,WRONG
archon-config-100.json,64,0.00881,64.6836,WRONG
archon-config-100.json,65,0.00557,54.0536,WRONG
archon-config-100.json,66,0.00243,13.3638,CORRECT
archon-config-100.json,67,0.00492,40.5942,WRONG
archon-config-100.json,68,0.00344,23.3686,WRONG
archon-config-100.json,69,0.0064,60.1716,WRONG
archon-config-100.json,70,0.00551,40.368,WRONG
archon-config-100.json,71,0.01102,63.953,WRONG
archon-config-100.json,72,0.00501,31.2218,WRONG
archon-config-100.json,73,0.00483,34.8091,WRONG
archon-config-100.json,74,0.0046,34.4567,WRONG
archon-config-100.json,75,0.00621,23.8606,WRONG
archon-config-100.json,76,0.00412,24.3626,WRONG
archon-config-100.json,77,0.00689,35.5265,WRONG
archon-config-100.json,78,0.00579,33.4871,WRONG
archon-config-100.json,79,0.00548,26.3037,WRONG
archon-config-100.json,80,0.0104,64.3701,WRONG
archon-config-100.json,81,0.00619,45.2252,WRONG
archon-config-100.json,82,0.00853,30.2764,CORRECT
archon-config-100.json,83,0.00867,64.3461,WRONG
archon-config-100.json,84,0.00265,15.2278,CORRECT
archon-config-100.json,85,0.00636,47.0417,WRONG
archon-config-100.json,86,0.00449,23.4642,WRONG
archon-config-100.json,87,0.00523,35.4163,WRONG
archon-config-100.json,88,0.00312,14.9535,WRONG
archon-config-100.json,89,0.00502,33.6399,WRONG
archon-config-100.json,90,0.00616,45.2556,WRONG
archon-config-100.json,91,0.00406,25.2786,WRONG
archon-config-100.json,92,0.00527,47.6347,WRONG
archon-config-100.json,93,0.00538,31.1416,WRONG
archon-config-100.json,94,0.00395,21.863,WRONG
archon-config-100.json,95,0.00455,26.8296,WRONG
archon-config-100.json,96,0.00603,47.0286,WRONG
archon-config-100.json,97,0.00386,17.4953,CORRECT
archon-config-100.json,98,0.00488,32.5538,WRONG
archon-config-100.json,99,0.00533,29.9226,WRONG
archon-config-25.json,1,0.00546,43.8186,CORRECT
archon-config-25.json,2,0.0052,45.3765,CORRECT
archon-config-25.json,3,0.01459,110.1518,WRONG
archon-config-25.json,4,0.00332,31.249,WRONG
archon-config-25.json,5,0.00968,66.3287,WRONG
archon-config-25.json,6,0.00746,49.2827,WRONG
archon-config-25.json,7,0.00765,61.0891,CORRECT
archon-config-25.json,8,0.00746,42.6956,CORRECT
archon-config-25.json,9,0.00449,19.8653,CORRECT
archon-config-25.json,10,0.00537,47.9269,WRONG
archon-config-25.json,11,0.00576,23.1559,WRONG
archon-config-25.json,12,0.00876,62.0986,CORRECT
archon-config-25.json,13,0.00803,49.8113,CORRECT
archon-config-25.json,14,0.00428,21.3406,CORRECT
archon-config-25.json,15,0.00646,31.4261,WRONG
archon-config-25.json,16,0.00636,43.8151,WRONG
archon-config-25.json,17,0.00644,47.3382,CORRECT
archon-config-25.json,18,0.01025,69.6257,CORRECT
archon-config-25.json,19,0.00818,43.7347,CORRECT
archon-config-25.json,20,0.00409,21.4092,CORRECT
archon-config-25.json,21,0.00489,29.1418,CORRECT
archon-config-25.json,22,0.00278,20.6486,WRONG
archon-config-25.json,23,0.00608,42.3449,WRONG
archon-config-25.json,24,0.00932,68.57,WRONG
archon-config-25.json,25,0.0059,29.7954,WRONG
archon-config-25.json,26,0.00697,27.802,CORRECT
archon-config-25.json,27,0.0036,20.0553,CORRECT
archon-config-25.json,28,0.00695,41.0975,CORRECT
archon-config-25.json,29,0.00657,32.6112,WRONG
archon-config-25.json,30,0.00402,27.2016,CORRECT
archon-config-25.json,31,0.00508,37.7823,WRONG
archon-config-25.json,32,0.0069,48.7273,WRONG
archon-config-25.json,33,0.00694,48.3139,WRONG
archon-config-25.json,34,0.01035,59.4471,WRONG
archon-config-25.json,35,0.0088,57.32,WRONG
archon-config-25.json,36,0.00305,20.9652,CORRECT
archon-config-25.json,37,0.00611,42.1191,WRONG
archon-config-25.json,38,0.00595,30.6786,WRONG
archon-config-25.json,39,0.00627,47.7562,CORRECT
archon-config-25.json,40,0.00294,20.3371,WRONG
archon-config-25.json,41,0.00456,42.5562,CORRECT
archon-config-25.json,42,0.00799,60.5459,WRONG
archon-config-25.json,43,0.0062,43.3701,WRONG
archon-config-25.json,44,0.00511,26.6062,CORRECT
archon-config-25.json,45,0.01131,62.1308,WRONG
archon-config-25.json,46,0.00379,30.5609,WRONG
archon-config-25.json,47,0.00559,34.0294,CORRECT
archon-config-25.json,48,0.00811,55.3204,WRONG
archon-config-25.json,49,0.00784,43.3779,WRONG
archon-config-25.json,50,0.00408,27.8564,CORRECT
archon-config-25.json,51,0.0064,45.5679,WRONG
archon-config-25.json,52,0.00978,69.3837,WRONG
archon-config-25.json,53,0.00554,40.8906,WRONG
archon-config-25.json,54,0.00499,29.6516,WRONG
archon-config-25.json,55,0.00608,45.5342,WRONG
archon-config-25.json,56,0.00742,46.2663,WRONG
archon-config-25.json,57,0.00986,66.2849,WRONG
archon-config-25.json,58,0.00265,18.6001,CORRECT
archon-config-25.json,59,0.00747,60.3003,CORRECT
archon-config-25.json,60,0.00821,43.4315,WRONG
archon-config-25.json,61,0.00694,46.6303,CORRECT
archon-config-25.json,62,0.00601,32.1694,CORRECT
archon-config-25.json,63,0.00946,73.9239,CORRECT
archon-config-25.json,64,0.01411,109.119,WRONG
archon-config-25.json,65,0.00648,38.0958,CORRECT
archon-config-25.json,66,0.00364,24.7672,WRONG
archon-config-25.json,67,0.0072,50.2568,CORRECT
archon-config-25.json,68,0.00449,35.21,CORRECT
archon-config-25.json,69,0.01082,73.7308,CORRECT
archon-config-25.json,70,0.00526,27.6837,WRONG
archon-config-25.json,71,0.00523,37.1198,WRONG
archon-config-25.json,72,0.00695,48.5289,WRONG
archon-config-25.json,73,0.00757,58.0092,CORRECT
archon-config-25.json,74,0.00789,65.7652,CORRECT
archon-config-25.json,75,0.00595,17.0705,CORRECT
archon-config-25.json,76,0.00404,27.0849,WRONG
archon-config-25.json,77,0.00905,36.292,WRONG
archon-config-25.json,78,0.00815,41.3957,CORRECT
archon-config-25.json,79,0.00804,51.82,WRONG
archon-config-25.json,80,0.01023,75.6753,WRONG
archon-config-25.json,81,0.00649,49.8018,WRONG
archon-config-25.json,82,0.01122,50.9626,WRONG
archon-config-25.json,83,0.0141,117.4021,WRONG
archon-config-25.json,84,0.00211,10.8007,CORRECT
archon-config-25.json,85,0.01055,61.8643,WRONG
archon-config-25.json,86,0.00599,33.1421,WRONG
archon-config-25.json,87,0.00789,60.6328,WRONG
archon-config-25.json,88,0.00389,23.0163,CORRECT
archon-config-25.json,89,0.00605,27.254,WRONG
archon-config-25.json,90,0.00639,53.1638,WRONG
archon-config-25.json,91,0.00525,34.7503,WRONG
archon-config-25.json,92,0.00782,51.6083,WRONG
archon-config-25.json,93,0.00779,46.5165,WRONG
archon-config-25.json,94,0.00397,22.1475,WRONG
archon-config-25.json,95,0.00727,45.0932,CORRECT
archon-config-25.json,96,0.00722,52.3007,WRONG
archon-config-25.json,97,0.00491,24.5957,CORRECT
archon-config-25.json,98,0.00479,31.6061,WRONG
archon-config-25.json,99,0.00771,59.3167,WRONG
archon-config-26.json,1,0.0058,50.2964,CORRECT
archon-config-26.json,2,0.00638,50.6174,WRONG
archon-config-26.json,3,0.00982,102.1161,WRONG
archon-config-26.json,4,0.00411,27.792,WRONG
archon-config-26.json,5,0.01007,87.9461,CORRECT
archon-config-26.json,6,0.00813,60.5769,CORRECT
archon-config-26.json,7,0.0112,80.4511,CORRECT
archon-config-26.json,8,0.00808,50.222,CORRECT
archon-config-26.json,9,0.0047,36.7702,WRONG
archon-config-26.json,10,0.00513,43.5134,CORRECT
archon-config-26.json,11,0.00724,39.158,WRONG
archon-config-26.json,12,0.0092,70.9556,CORRECT
archon-config-26.json,13,0.00853,74.0961,WRONG
archon-config-26.json,14,0.0047,35.0426,CORRECT
archon-config-26.json,15,0.00767,53.7828,CORRECT
archon-config-26.json,16,0.00781,80.6596,WRONG
archon-config-26.json,17,0.0148,114.4253,CORRECT
archon-config-26.json,18,0.01759,107.5821,CORRECT
archon-config-26.json,19,0.01004,62.6743,CORRECT
archon-config-26.json,20,0.00474,32.8393,CORRECT
archon-config-26.json,21,0.0065,46.3555,WRONG
archon-config-26.json,22,0.00408,30.5182,WRONG
archon-config-26.json,23,0.00764,73.4851,WRONG
archon-config-26.json,24,0.01396,95.6482,WRONG
archon-config-26.json,25,0.00625,34.3716,CORRECT
archon-config-26.json,26,0.00838,69.4473,WRONG
archon-config-26.json,27,0.00471,36.9884,CORRECT
archon-config-26.json,28,0.008,67.7821,WRONG
archon-config-26.json,29,0.00882,69.2885,WRONG
archon-config-26.json,30,0.00417,90.9326,WRONG
archon-config-26.json,31,0.00582,105.3384,WRONG
archon-config-26.json,32,0.00792,151.4778,WRONG
archon-config-26.json,33,0.00703,119.6996,WRONG
archon-config-26.json,34,0.00865,87.8533,CORRECT
archon-config-26.json,35,0.01034,102.8456,CORRECT
archon-config-26.json,36,0.0047,127.3549,CORRECT
archon-config-26.json,37,0.0074,97.7136,WRONG
archon-config-26.json,38,0.00723,110.5065,WRONG
archon-config-26.json,39,0.00808,105.419,CORRECT
archon-config-26.json,40,0.00395,87.1447,CORRECT
archon-config-26.json,41,0.00585,75.2355,CORRECT
archon-config-26.json,42,0.00931,91.3906,WRONG
archon-config-26.json,43,0.00697,86.8752,CORRECT
archon-config-26.json,44,0.00646,71.5872,WRONG
archon-config-26.json,45,0.01538,129.1924,CORRECT
archon-config-26.json,46,0.00418,65.2395,WRONG
archon-config-26.json,47,0.0056,71.5139,CORRECT
archon-config-26.json,48,0.00685,70.1615,WRONG
archon-config-26.json,49,0.00697,55.4184,CORRECT
archon-config-26.json,50,0.00503,56.7653,CORRECT
archon-config-26.json,51,0.00848,82.0068,CORRECT
archon-config-26.json,52,0.00867,76.6493,WRONG
archon-config-26.json,53,0.00757,66.1636,WRONG
archon-config-26.json,54,0.0062,53.9642,WRONG
archon-config-26.json,55,0.00589,54.7033,CORRECT
archon-config-26.json,56,0.00983,107.7753,CORRECT
archon-config-26.json,57,0.00935,104.9437,CORRECT
archon-config-26.json,58,0.00388,47.1358,CORRECT
archon-config-26.json,59,0.00807,95.9524,CORRECT
archon-config-26.json,60,0.00751,69.4466,WRONG
archon-config-26.json,61,0.00635,49.8555,CORRECT
archon-config-26.json,62,0.00805,74.1546,WRONG
archon-config-26.json,63,0.01043,81.3923,CORRECT
archon-config-26.json,64,0.01877,141.2304,WRONG
archon-config-26.json,65,0.00799,50.7837,WRONG
archon-config-26.json,66,0.00472,47.1846,CORRECT
archon-config-26.json,67,0.00874,69.8302,CORRECT
archon-config-26.json,68,0.006,42.471,CORRECT
archon-config-26.json,69,0.00784,81.8044,CORRECT
archon-config-26.json,70,0.00905,54.259,WRONG
archon-config-26.json,71,0.00654,52.7755,CORRECT
archon-config-26.json,72,0.00563,51.2728,WRONG
archon-config-26.json,73,0.00688,59.1882,CORRECT
archon-config-26.json,74,0.00997,71.2516,CORRECT
archon-config-26.json,75,0.0083,68.3493,CORRECT
archon-config-26.json,76,0.00729,55.8564,WRONG
archon-config-26.json,77,0.0098,49.4256,WRONG
archon-config-26.json,78,0.01001,54.8998,CORRECT
archon-config-26.json,79,0.00963,72.661,WRONG
archon-config-26.json,80,0.01545,86.4113,WRONG
archon-config-26.json,81,0.00623,44.2563,WRONG
archon-config-26.json,82,0.0103,54.2761,WRONG
archon-config-26.json,83,0.0164,125.8978,WRONG
archon-config-26.json,84,0.00319,76.3762,CORRECT
archon-config-26.json,85,0.01603,88.2654,WRONG
archon-config-26.json,86,0.007,42.5197,WRONG
archon-config-26.json,87,0.00861,58.0314,WRONG
archon-config-26.json,88,0.00537,30.322,CORRECT
archon-config-26.json,89,0.00806,70.7393,WRONG
archon-config-26.json,90,0.00924,74.8899,WRONG
archon-config-26.json,91,0.00625,47.7893,CORRECT
archon-config-26.json,92,0.01082,82.9042,WRONG
archon-config-26.json,93,0.00814,53.9408,WRONG
archon-config-26.json,94,0.00665,41.1449,WRONG
archon-config-26.json,95,0.00631,36.303,WRONG
archon-config-26.json,96,0.00675,45.2423,WRONG
archon-config-26.json,97,0.00633,47.5883,CORRECT
archon-config-26.json,98,0.00562,38.7523,WRONG
archon-config-26.json,99,0.00985,62.2685,CORRECT
archon-config-29.json,1,0.00842,75.0056,
archon-config-29.json,2,0.00839,86.5292,
archon-config-29.json,3,0.00974,99.5302,
archon-config-29.json,4,0.00594,56.4141,
archon-config-29.json,5,0.01101,85.8171,
archon-config-29.json,6,0.01238,111.1997,
archon-config-29.json,7,0.01023,107.313,
archon-config-29.json,8,0.01022,72.9442,
archon-config-29.json,9,0.00737,94.1353,
archon-config-29.json,10,0.0067,85.6306,
archon-config-29.json,11,0.00838,88.72,
archon-config-29.json,12,0.01053,98.8106,
archon-config-29.json,13,0.01071,91.1076,
archon-config-29.json,14,0.0059,46.8582,
archon-config-29.json,15,0.01113,97.2924,
archon-config-29.json,16,0.00941,69.1189,
archon-config-29.json,17,0.00955,80.2093,
archon-config-29.json,18,0.01316,119.2986,
archon-config-29.json,19,0.01192,64.5029,
archon-config-29.json,20,0.00617,53.6442,
archon-config-29.json,21,0.0091,58.6317,
archon-config-29.json,22,0.00372,59.4627,
archon-config-29.json,23,0.00976,68.7389,
archon-config-29.json,24,0.01916,138.7633,
archon-config-29.json,25,0.00949,60.5953,
archon-config-29.json,26,0.00996,69.7655,
archon-config-29.json,27,0.00596,44.5077,
archon-config-29.json,28,0.00977,84.0208,
archon-config-29.json,29,0.00886,79.9341,
archon-config-29.json,30,0.0061,54.4037,
archon-config-29.json,31,0.01014,85.1565,
archon-config-29.json,32,0.00848,79.1287,
archon-config-29.json,33,0.00962,56.0432,
archon-config-29.json,34,0.011,77.9958,
archon-config-29.json,35,0.01048,72.2887,
archon-config-29.json,36,0.00603,43.3999,
archon-config-29.json,37,0.00876,79.9844,
archon-config-29.json,38,0.00978,50.5693,
archon-config-29.json,39,0.00904,73.7898,
archon-config-29.json,40,0.00466,36.5033,
archon-config-29.json,41,0.0069,56.8355,
archon-config-29.json,42,0.01234,90.8433,
archon-config-29.json,43,0.01005,64.0459,
archon-config-29.json,44,0.00712,40.4572,
archon-config-29.json,45,0.01889,112.0132,
archon-config-29.json,46,0.0079,51.547,
archon-config-29.json,47,0.00838,80.7935,
archon-config-29.json,48,0.00936,82.4752,
archon-config-29.json,49,0.00889,51.4822,
archon-config-29.json,50,0.00678,43.9055,
archon-config-29.json,51,0.00842,77.4212,
archon-config-29.json,52,0.01037,101.0017,
archon-config-29.json,53,0.0094,70.8718,
archon-config-29.json,54,0.00717,64.1341,
archon-config-29.json,55,0.00829,59.4444,
archon-config-29.json,56,0.01049,103.1996,
archon-config-29.json,57,0.01162,109.7486,
archon-config-29.json,58,0.00534,40.2086,
archon-config-29.json,59,0.01188,103.4341,
archon-config-29.json,60,0.01053,80.4029,
archon-config-29.json,61,0.00919,62.3534,
archon-config-29.json,62,0.00919,63.8375,
archon-config-29.json,63,0.01207,98.8902,
archon-config-29.json,64,0,0,
archon-config-29.json,65,0.00979,75.5584,
archon-config-29.json,66,0.00515,42.2786,
archon-config-29.json,67,0.00731,83.2695,
archon-config-29.json,68,0.00802,64.545,
archon-config-29.json,69,0.00975,75.5537,
archon-config-29.json,70,0.00759,54.8326,
archon-config-29.json,71,0.0096,73.2007,
archon-config-29.json,72,0.00748,70.6145,
archon-config-29.json,73,0.01017,96.5937,
archon-config-29.json,74,0.01357,80.881,
archon-config-29.json,75,0.01047,41.1956,
archon-config-29.json,76,0.00701,49.9164,
archon-config-29.json,77,0.01092,62.673,
archon-config-29.json,78,0.01152,65.8963,
archon-config-29.json,79,0.01018,70.3276,
archon-config-29.json,80,0,0,
archon-config-29.json,81,0.0092,67.4679,
archon-config-29.json,82,0.01045,55.9037,
archon-config-29.json,83,0,0,
archon-config-29.json,84,0.00455,39.2797,
archon-config-29.json,85,0.01211,75.0937,
archon-config-29.json,86,0.01104,74.5738,
archon-config-29.json,87,0.01105,71.1229,
archon-config-29.json,88,0.00606,41.3921,
archon-config-29.json,89,0.01138,86.272,
archon-config-29.json,90,0.01151,87.6866,
archon-config-29.json,91,0.0082,73.9224,
archon-config-29.json,92,0.01026,80.783,
archon-config-29.json,93,0.00933,69.4192,
archon-config-29.json,94,0.00675,55.4796,
archon-config-29.json,95,0.00917,75.1961,
archon-config-29.json,96,0.00784,66.0047,
archon-config-29.json,97,0.00708,61.3039,
archon-config-29.json,98,0.00663,52.7188,
archon-config-29.json,99,0.0105,71.8311,
archon-config-47.json,1,0.00677,80.4174,WRONG
archon-config-47.json,2,0.00547,65.008,WRONG
archon-config-47.json,3,0.00837,107.9864,CORRECT
archon-config-47.json,4,0.00308,37.6669,WRONG
archon-config-47.json,5,0.00916,112.0179,CORRECT
archon-config-47.json,6,0.0098,78.6361,CORRECT
archon-config-47.json,7,0.0069,86.7996,WRONG
archon-config-47.json,8,0.00698,71.4612,CORRECT
archon-config-47.json,9,0.00416,63.0649,WRONG
archon-config-47.json,10,0.00361,71.6097,CORRECT
archon-config-47.json,11,0.00511,42.9582,CORRECT
archon-config-47.json,12,0.0082,103.0112,CORRECT
archon-config-47.json,13,0.00678,61.6907,CORRECT
archon-config-47.json,14,0.00281,34.8353,CORRECT
archon-config-47.json,15,0.0061,65.5333,CORRECT
archon-config-47.json,16,0.00719,80.5299,CORRECT
archon-config-47.json,17,0.00684,87.9274,CORRECT
archon-config-47.json,18,0.00757,77.9306,CORRECT
archon-config-47.json,19,0.00679,65.95,WRONG
archon-config-47.json,20,0.00504,54.668,CORRECT
archon-config-47.json,21,0.00615,60.02,CORRECT
archon-config-47.json,22,0.00269,31.0567,CORRECT
archon-config-47.json,23,0.00693,97.1914,WRONG
archon-config-47.json,24,0.01056,116.616,CORRECT
archon-config-47.json,25,0.00707,61.0235,WRONG
archon-config-47.json,26,0.00718,67.1881,WRONG
archon-config-47.json,27,0.00327,32.7342,CORRECT
archon-config-47.json,28,0.00703,77.1165,CORRECT
archon-config-47.json,29,0.00793,72.216,CORRECT
archon-config-47.json,30,0.00467,50.6752,CORRECT
archon-config-47.json,31,0.00425,43.0895,CORRECT
archon-config-47.json,32,0.00666,78.353,CORRECT
archon-config-47.json,33,0.00488,49.5198,WRONG
archon-config-47.json,34,0.00727,57.2481,CORRECT
archon-config-47.json,35,0.00659,71.4297,CORRECT
archon-config-47.json,36,0.00483,50.9723,CORRECT
archon-config-47.json,37,0.00621,70.6042,WRONG
archon-config-47.json,38,0.00598,48.896,CORRECT
archon-config-47.json,39,0.00608,68.421,CORRECT
archon-config-47.json,40,0.00297,35.4899,WRONG
archon-config-47.json,41,0.00485,43.8995,CORRECT
archon-config-47.json,42,0.00897,82.5705,CORRECT
archon-config-47.json,43,0.0064,56.8849,WRONG
archon-config-47.json,44,0.00563,38.5944,CORRECT
archon-config-47.json,45,0.00816,103.0513,WRONG
archon-config-47.json,46,0.00505,57.9594,CORRECT
archon-config-47.json,47,0.00626,82.2316,CORRECT
archon-config-47.json,48,0.00654,92.9752,CORRECT
archon-config-47.json,49,0.00714,56.6901,WRONG
archon-config-47.json,50,0.00304,43.2894,CORRECT
archon-config-47.json,51,0.00636,70.3325,CORRECT
archon-config-47.json,52,0.00808,116.7523,CORRECT
archon-config-47.json,53,0.00953,90.9298,WRONG
archon-config-47.json,54,0.00471,55.8164,WRONG
archon-config-47.json,55,0.00561,57.9957,CORRECT
archon-config-47.json,56,0.00613,64.7493,CORRECT
archon-config-47.json,57,0.00903,182.828,WRONG
archon-config-47.json,58,0.00326,48.7161,WRONG
archon-config-47.json,59,0.00773,102.7059,CORRECT
archon-config-47.json,60,0.00684,104.1543,CORRECT
archon-config-47.json,61,0.00661,87.9659,WRONG
archon-config-47.json,62,0.00586,59.4789,CORRECT
archon-config-47.json,63,0.01047,162.3161,CORRECT
archon-config-47.json,64,0.01287,167.214,WRONG
archon-config-47.json,65,0.0065,102.8555,CORRECT
archon-config-47.json,66,0.00498,50.9989,CORRECT
archon-config-47.json,67,0.0063,103.7339,CORRECT
archon-config-47.json,68,0.00651,108.5424,CORRECT
archon-config-47.json,69,0.0071,113.3933,CORRECT
